안전조직수준,위원회수준,인증보유,위험성평가수준,교육훈련도움,정리정돈상태,작업중지권,작업반장기여,전문지도,고용노동부감독,안전보건공단지원,공사규모,발주처,기성공정률,공사종류,외국인비율,사고발생,신체위험,차량위험,인당관리비,현장특성
2,0,1,2,4,4,4,4,1,1,1,1,1,3,3,50.0,1,2,2,0.000318125,1
2,1,0,2,3,3,3,4,0,1,1,2,2,5,3,10.0,1,2,1,0.00038414,1
1,1,0,0,4,4,4,5,0,1,1,2,2,4,1,8.33,1,2,1,0.0003166666666666667,1
2,1,0,2,5,4,5,4,1,1,0,2,2,3,3,9.09,1,4,1,0.0006880181818181818,1
2,1,0,2,4,5,4,5,1,0,0,3,1,2,6,0.0,0,3,4,0.000175,1
2,1,1,2,5,5,5,4,0,0,0,2,2,2,3,0.0,0,4,4,0.004488590909090909,1
2,1,1,2,5,4,5,5,1,0,0,2,2,2,1,10.0,0,1,2,0.00726013,1
2,1,1,2,4,4,5,5,1,1,1,3,2,2,1,33.04,0,3,4,0.0014782608695652175,1
2,1,1,2,5,5,5,5,1,0,0,3,2,2,1,0.0,0,2,1,0.05333333333333334,1
2,2,1,2,5,5,5,5,0,0,1,2,2,2,4,35.0,1,2,4,0.0032,1
2,2,1,2,5,5,5,4,0,0,1,3,1,1,1,0.0,0,1,3,0.018285714285714287,1
2,2,0,2,5,5,5,5,0,1,1,2,2,3,1,28.57,1,2,1,0.1428571142857143,1
2,2,0,2,5,5,5,5,0,0,0,2,2,1,3,0.0,0,1,1,0.00125,1
2,2,1,2,5,4,5,5,0,1,1,2,1,3,3,18.75,0,2,3,0.0008993812500000001,1
2,2,0,2,5,5,5,5,1,0,1,2,2,2,4,0.0,0,1,4,0.0027083333333333334,1
2,2,0,2,5,4,4,4,0,1,1,2,2,5,4,14.29,1,1,1,0.0004191666666666667,1
2,0,0,2,5,3,5,4,0,1,1,1,2,3,3,35.71,0,2,2,0.0004902142857142858,1
2,1,0,2,3,3,3,3,0,0,0,2,2,1,3,0.0,0,2,3,0.008243125,1
2,2,0,2,4,4,4,4,1,1,1,3,1,3,4,21.43,1,4,4,0.0006611328571428572,1
2,2,0,2,5,5,5,5,0,0,0,2,2,2,3,66.67,0,2,1,0.22222217777777778,1
2,2,1,2,5,5,5,5,0,1,1,2,1,4,1,20.0,0,2,1,0.000608525,1
2,2,0,2,5,5,4,5,0,1,1,2,2,4,1,58.33,0,2,1,0.0008333333333333334,1
2,2,0,2,5,5,4,5,0,1,1,2,1,6,6,0.0,1,1,1,0.0003916666666666667,1
2,2,0,2,5,5,4,5,0,1,1,2,2,2,3,71.43,1,1,1,0.0009257142857142857,1
2,2,0,2,5,5,5,5,0,1,1,3,2,3,1,42.86,1,2,1,0.0008571428571428571,1
2,2,0,2,5,5,5,5,0,0,0,2,2,1,3,0.0,0,2,1,0.00222,1
2,0,0,2,5,3,2,2,0,1,1,2,1,2,3,0.0,0,2,4,0.00115740625,3
1,2,0,2,4,3,4,5,0,1,1,2,1,3,4,10.0,0,2,2,0.0005,1
1,2,0,2,5,5,5,5,1,1,1,2,2,2,3,50.0,0,3,1,0.0017917,2
2,2,1,2,5,5,5,5,0,0,1,3,2,3,3,12.5,1,2,3,0.0015951712500000001,1
2,2,1,2,5,4,4,4,0,1,1,2,2,6,4,4.29,0,2,2,0.00044965714285714284,1
2,2,0,1,4,3,5,3,0,1,1,1,2,3,3,60.0,1,3,3,0.00036,1
2,1,0,2,5,4,5,4,0,1,1,2,2,1,3,9.09,0,2,1,0.0013136363636363638,1
2,2,0,2,5,5,4,5,0,0,0,1,2,2,3,37.5,0,2,1,0.24999995,1
2,2,0,2,5,5,5,5,0,0,0,3,1,1,1,11.11,0,1,1,0.11111108888888889,1
2,2,0,2,5,5,5,5,0,1,1,1,2,1,3,0.0,0,1,1,0.9999998,1
2,2,0,2,5,5,5,5,0,0,0,1,2,1,3,0.0,0,1,1,0.0016666666666666668,1
2,2,0,2,5,5,5,5,0,1,1,2,2,1,3,0.0,1,1,1,1.24999975,1
2,2,1,2,4,4,4,4,0,0,0,3,2,1,1,7.97,0,3,4,0.006060246376811594,1
2,2,0,2,5,5,5,5,0,0,0,2,2,1,4,0.0,0,1,3,0.006741,1
2,2,1,2,4,4,4,3,0,0,0,3,1,1,5,0.0,0,2,4,0.09999998,1
2,2,1,1,5,4,4,3,0,1,1,2,2,2,3,40.0,0,2,4,0.0012268399999999999,1
2,2,1,2,3,4,5,3,0,1,1,2,2,2,1,44.0,1,1,4,0.00154956,1
2,2,1,2,4,4,5,4,0,0,0,3,1,6,5,8.33,1,1,1,0.0013136166666666666,1
2,2,1,2,5,5,5,3,0,0,1,2,2,2,1,33.33,0,1,4,0.0017408888888888888,1
2,2,1,2,4,3,5,4,1,0,1,2,3,4,1,28.0,0,3,4,0.00032114,1
1,0,0,1,3,4,4,5,0,1,1,1,2,1,4,25.0,0,3,3,0.001478875,1
2,2,0,0,5,4,5,5,0,0,0,2,3,1,1,10.0,0,2,2,0.3333332666666667,1
2,2,1,2,4,4,4,4,0,0,0,3,2,2,1,27.05,0,3,3,0.0019205819672131147,1
2,0,0,2,4,4,4,3,0,1,1,2,2,1,3,0.0,0,3,2,0.9999998,1
1,2,0,0,4,4,3,3,1,0,1,1,2,5,3,24.0,0,1,1,0.19999996,1
1,2,0,2,4,3,2,3,0,0,0,2,1,2,1,57.14,0,2,4,0.0006214285714285715,1
2,2,1,2,5,5,5,5,0,1,1,3,2,2,5,35.0,0,3,3,0.04999999,1
2,2,0,2,5,5,5,5,1,1,1,3,1,1,1,10.0,0,5,5,0.00136925,1
2,2,1,2,5,5,5,5,0,1,1,3,2,5,2,0.0,0,3,1,0.02857142285714286,1
2,2,0,2,5,5,5,5,0,1,1,2,2,6,3,66.67,0,2,1,0.0006666666666666666,1
2,2,1,2,5,5,5,4,0,0,1,3,2,2,3,4.0,0,2,4,0.007328,1
2,2,1,2,5,5,5,4,0,0,0,3,1,1,5,0.0,0,3,4,0.08901139999999999,1
2,2,0,2,5,5,5,5,0,0,1,1,2,1,3,0.0,0,1,1,0.35714278571428576,1
2,2,0,2,5,5,5,5,0,1,1,1,3,3,3,22.22,0,1,1,0.22222217777777778,1
2,2,0,2,5,5,5,5,0,0,0,2,2,1,4,20.0,0,2,1,0.0032666666666666664,1
2,2,0,2,5,5,5,5,0,1,1,2,2,3,3,48.48,0,2,1,0.3030302424242424,1
2,2,0,2,5,5,4,5,0,0,1,1,2,1,3,0.0,0,2,1,0.624999875,1
2,2,0,2,5,5,4,5,0,0,1,2,2,2,3,28.57,0,2,1,0.2857142285714286,1
2,2,0,2,5,5,5,5,0,1,1,3,2,5,1,10.0,0,2,1,0.0007625,1
2,2,0,2,5,5,4,5,0,1,1,3,1,1,1,40.0,0,1,1,0.003,1
2,2,0,2,5,5,5,5,0,1,1,3,2,4,1,46.67,1,1,1,0.0011226666666666668,1
2,2,0,2,5,5,5,5,0,1,1,3,1,2,1,23.2,1,2,1,0.0009873479999999999,1
2,2,0,2,5,5,5,5,0,1,1,3,2,2,1,30.3,0,2,1,0.0007272727272727272,1
2,2,0,2,5,5,4,5,1,1,1,3,2,4,1,80.0,1,2,1,0.0005,1
2,2,0,2,5,5,5,5,0,1,1,3,2,1,1,16.67,0,2,1,0.005833333333333333,1
2,2,0,2,5,5,5,5,0,0,0,2,2,1,3,0.0,0,1,1,0.5882351764705882,1
2,2,0,2,5,5,4,5,0,0,0,2,2,2,3,0.0,0,1,1,0.5555554444444445,1
2,2,0,2,5,5,5,5,0,1,1,3,2,5,1,18.04,1,2,1,0.0005567010309278351,1
2,2,0,2,5,5,5,5,1,1,1,3,2,4,1,33.33,1,1,1,0.0012,1
2,2,0,2,5,5,4,4,0,0,1,1,2,4,3,0.0,1,3,2,0.000325,1
2,2,1,2,5,5,5,4,0,0,1,1,2,4,3,33.33,0,3,1,0.5555554444444445,1
2,0,0,2,4,5,5,5,0,0,1,1,2,2,3,62.5,0,3,1,0.624999875,1
2,2,0,2,5,5,5,5,0,1,1,1,2,2,3,30.0,1,2,1,0.00032605000000000004,1
1,2,0,0,4,4,4,4,0,1,1,1,2,5,1,0.0,1,1,1,0.00034505,1
2,2,0,2,4,4,4,3,0,0,1,2,2,2,3,0.0,0,3,3,0.3333332666666667,1
2,1,1,2,4,3,4,3,0,1,0,2,2,3,3,29.33,1,4,2,0.0008853333333333333,1
2,1,1,2,4,4,4,3,0,0,1,3,3,6,1,45.0,1,2,5,0.00075,1
2,0,1,2,4,3,3,4,1,1,1,1,2,3,3,78.57,1,3,1,0.0007,1
2,2,0,2,3,3,2,2,0,0,0,3,1,1,1,0.0,0,3,2,0.0090185,1
2,2,0,2,4,3,5,4,0,0,1,2,1,2,6,0.0,1,2,2,0.0010333333333333332,1
2,1,0,2,4,4,4,4,0,1,1,2,2,5,3,13.16,0,3,3,0.0005263157894736842,1
2,2,0,2,4,4,4,3,0,0,1,2,2,3,3,66.67,1,2,3,0.0007302000000000001,1
2,2,1,2,4,4,4,4,1,0,0,2,2,2,4,22.22,1,1,2,0.0010116944444444444,1
2,2,0,2,5,5,4,5,0,1,1,1,2,5,3,0.0,0,2,1,0.19999996,1
2,2,0,2,5,5,5,5,0,1,1,2,2,4,3,16.67,1,2,1,0.0002666666666666667,1
2,1,0,2,4,4,4,4,1,0,0,1,1,2,4,0.0,0,2,2,0.0007304347826086956,1
2,1,1,2,5,4,5,4,0,0,0,2,1,2,4,0.0,0,3,2,0.0007765185185185185,1
2,2,0,2,4,4,5,4,0,1,1,3,3,6,1,40.0,1,2,4,0.0010920666666666666,1
1,2,0,0,4,4,5,5,0,1,1,1,2,3,4,40.0,0,3,3,0.00051592,1
1,2,0,2,5,5,5,4,0,0,1,2,2,1,3,0.0,0,3,1,0.0020183333333333334,1
1,2,0,2,3,5,5,4,0,0,1,2,2,3,3,26.0,0,4,3,0.00042918,1
2,1,0,2,4,5,4,4,1,0,0,2,1,2,4,0.0,0,2,2,0.00084,1
2,1,1,2,4,4,5,4,0,0,0,2,2,4,1,20.0,1,2,2,0.00064785,1
2,1,1,2,4,5,4,4,0,0,0,2,2,1,1,0.0,0,3,2,0.00148,1
2,2,1,2,5,5,5,5,0,1,1,3,2,4,1,12.99,1,2,1,0.0005194805194805195,1
2,2,1,2,5,5,5,4,1,0,1,2,2,1,3,0.0,0,3,3,0.0016662,1
2,1,1,2,5,5,5,4,1,1,1,2,2,2,4,16.67,0,2,4,0.16666663333333334,1
2,2,0,1,2,4,4,3,0,1,1,1,2,3,3,31.67,0,3,5,0.0002335166666666667,1
2,2,0,2,4,4,4,3,0,0,0,1,2,1,1,0.0,0,2,2,0.5263156842105263,1
1,2,0,2,4,4,4,4,0,1,0,3,2,3,3,20.0,1,2,1,0.00845,1
2,1,0,2,4,3,4,3,1,1,1,2,1,2,1,0.0,0,2,4,0.0007466666666666666,1
2,2,1,2,5,5,5,3,0,1,1,3,2,5,1,33.33,0,2,5,0.0009674666666666667,1
2,2,1,2,4,4,4,5,0,0,1,2,2,4,4,8.57,1,2,3,0.0016574285714285714,4
2,2,0,2,5,4,5,4,0,1,1,2,1,2,6,0.0,0,2,3,0.0007688666666666666,1
2,2,1,2,5,5,5,5,0,0,1,3,1,1,5,14.29,0,2,2,0.06286057142857143,1
2,2,0,1,4,4,4,4,0,1,0,1,1,2,7,0.0,0,2,3,0.0006836470588235294,1
2,2,0,2,4,4,4,3,1,1,1,1,2,4,4,0.0,0,2,2,0.0008,1
2,2,0,2,4,3,5,4,0,1,1,2,3,6,4,0.0,1,1,1,1.2964283121428555,1
2,2,1,2,5,4,3,4,0,0,1,3,2,1,1,0.0,0,2,4,0.0044614,1
2,1,0,2,4,3,4,5,1,0,0,2,1,3,1,28.57,0,3,3,0.0001864285714285714,2
2,2,0,2,4,4,4,4,0,0,0,1,2,4,3,0.0,0,3,3,0.001902,1
2,2,1,2,4,4,4,4,0,1,0,2,1,2,5,34.0,0,3,4,0.0022504400000000003,1
2,2,0,2,5,5,5,5,1,0,1,2,2,1,3,0.0,0,1,3,0.0020970833333333336,1
2,2,1,2,5,4,5,3,0,0,0,2,1,2,1,38.75,0,2,2,0.0010757750000000002,1
2,1,1,2,5,5,4,4,1,0,0,3,2,4,2,28.5,1,2,2,0.0007374248704663213,1
2,2,1,0,4,4,4,3,0,0,0,3,2,3,4,27.03,1,2,2,0.0009929594594594595,1
2,0,0,1,4,4,4,5,1,0,1,1,2,3,3,33.33,0,4,2,0.0006166666666666666,1
2,0,0,0,5,5,5,5,1,0,1,1,2,1,1,0.0,0,3,1,0.00087,1
2,1,0,1,4,5,5,5,1,0,1,2,2,2,3,0.0,0,4,2,0.4999999,1
2,0,0,2,3,3,4,4,0,1,0,2,1,5,1,54.55,0,4,4,0.09090907272727272,2
2,2,1,2,4,4,5,3,1,1,1,2,2,5,2,0.0,1,3,4,0.0008153866666666666,1
2,2,0,2,5,4,5,5,0,1,1,1,2,3,3,73.33,0,1,1,0.000429,1
2,2,0,2,5,4,5,5,0,0,1,1,2,2,1,40.0,0,2,2,0.00048,1
2,2,1,2,4,4,4,5,1,1,1,2,2,2,3,5.0,0,2,2,0.001045,1
2,2,1,2,4,2,5,4,0,1,1,2,1,5,4,37.5,0,3,5,0.0009575375,1
2,2,0,2,5,5,5,5,1,0,1,2,1,6,3,0.0,1,2,2,0.00202,1
2,2,0,2,5,5,5,5,0,1,1,2,2,2,3,28.57,0,2,3,0.00042032857142857143,1
2,2,0,2,3,3,4,4,0,0,1,1,2,4,4,40.0,0,4,1,0.00048896,1
2,2,0,2,5,5,5,5,0,1,0,2,2,6,1,70.0,0,2,3,0.000556,1
1,1,1,2,4,4,4,4,1,0,1,2,2,1,1,0.0,0,2,3,0.0026666666666666666,3
2,1,0,2,5,4,5,5,1,1,1,2,1,3,1,17.86,0,2,1,0.0005141428571428571,1
2,2,1,2,5,5,4,5,1,1,1,3,2,4,3,55.56,1,2,4,0.0009287861111111111,1
2,2,0,2,5,4,5,4,0,0,1,2,2,2,3,25.0,0,2,2,0.0007,1
2,2,1,2,4,5,5,5,1,1,1,2,2,6,4,53.33,1,4,1,0.00025560666666666666,1
2,2,0,2,5,4,4,5,0,1,1,2,2,2,3,60.0,0,4,1,0.0008,1
2,2,0,2,4,5,5,5,0,0,1,2,2,6,3,23.33,1,1,2,0.0014333333333333333,1
2,2,1,2,4,3,4,3,0,1,1,2,1,2,4,22.22,0,2,3,0.012380788888888888,1
2,2,0,2,3,4,2,3,0,1,1,1,3,2,4,0.0,0,2,2,1.2964283121428555,1
2,2,1,2,4,4,5,4,1,1,1,3,2,3,1,40.0,1,5,1,0.01072838,1
2,2,0,2,4,3,3,3,1,1,1,2,2,4,3,20.0,1,3,2,0.00073062,1
2,2,0,0,4,4,4,4,0,1,1,3,1,1,5,0.0,0,2,1,0.12,1
2,1,0,2,4,5,4,4,1,0,1,2,2,4,7,1.0,1,3,3,0.0004245,1
2,0,0,2,4,5,5,5,0,1,1,2,2,3,3,10.0,1,4,3,0.00036,1
1,0,1,2,5,5,5,5,1,1,1,2,2,2,3,25.0,0,2,2,0.0009789,1
2,2,0,2,4,3,5,3,1,1,1,3,1,4,1,66.67,1,2,5,0.0007468444444444444,1
2,2,0,2,4,4,5,5,0,1,1,2,2,6,3,28.57,0,2,3,0.0006357428571428571,1
2,2,0,2,4,5,4,5,0,1,1,2,2,3,4,27.03,0,2,2,0.002972972972972973,1
1,2,0,2,4,5,4,5,0,0,0,2,2,3,3,20.0,1,3,2,0.00032354000000000004,1
2,2,0,2,4,4,5,5,0,0,1,1,2,4,3,0.0,0,3,2,0.0008,3
2,2,0,2,4,4,5,5,1,0,0,3,2,3,1,50.0,0,2,3,0.00094259,3
2,2,0,2,4,5,5,4,0,0,1,3,2,3,1,46.43,1,2,3,0.0008214285714285715,1
2,2,0,2,4,5,4,4,1,0,1,3,2,4,1,22.73,1,2,2,0.0006363636363636364,1
2,2,1,2,5,5,5,5,0,0,1,3,2,1,3,0.68,0,2,3,0.027450380952380955,1
2,2,0,0,5,5,5,5,0,0,0,1,3,1,3,0.0,0,1,4,0.00337875,1
2,2,1,2,5,5,5,5,1,0,0,2,3,1,4,20.0,0,1,2,0.002985,1
2,2,1,2,5,5,5,4,0,1,1,2,1,4,6,47.14,1,3,3,0.001333642857142857,1
2,2,0,2,5,5,5,5,1,1,1,3,2,3,1,30.0,1,1,1,0.0014,1
2,2,1,2,5,5,5,5,0,1,1,3,2,4,1,49.23,0,2,1,0.015384612307692306,1
2,2,0,2,5,5,5,5,0,0,1,2,1,1,5,0.0,1,1,1,0.0013846153846153845,1
2,2,0,2,4,3,4,4,0,1,1,1,2,2,3,73.33,0,3,2,0.00012603333333333332,1
2,2,1,2,4,4,4,4,0,1,1,2,2,2,3,43.53,0,3,4,0.0002588235294117647,1
2,2,0,2,4,5,5,5,1,0,1,1,2,3,2,0.0,0,1,1,0.0005714285714285715,1
2,2,0,2,5,5,5,5,0,0,1,2,2,1,4,0.0,0,1,1,0.1428571142857143,1
1,2,0,2,5,5,4,5,1,0,1,2,2,5,1,33.33,0,2,3,6.666666666666667e-05,1
2,2,1,2,5,4,4,5,1,1,1,2,2,2,3,10.0,1,2,1,0.00012366666666666667,1
1,2,0,2,5,5,4,5,0,1,1,3,2,6,3,8.0,0,2,1,0.0006,1
2,2,0,0,4,4,5,3,0,0,0,2,2,1,4,0.0,0,2,2,0.00315,1
2,2,1,2,4,4,4,4,0,1,1,1,2,5,3,6.36,1,1,2,0.00013991818181818182,1
2,2,0,1,5,5,5,5,1,0,0,2,2,1,3,0.0,0,1,2,0.003,1
2,0,0,2,5,4,4,5,1,1,1,1,2,2,3,90.0,0,1,2,0.00075,1
2,2,1,2,4,4,4,3,1,1,1,3,2,4,3,20.0,1,2,3,0.000840812,1
2,2,1,2,4,5,4,4,1,1,1,3,2,6,3,16.67,1,4,1,0.006527777777777777,1
2,2,0,2,5,4,5,5,0,1,1,1,2,5,3,25.0,0,2,2,0.0001925,1
2,2,0,2,5,5,5,4,0,0,1,2,1,1,4,0.0,0,2,4,0.001609090909090909,1
2,2,1,2,5,4,4,5,1,1,1,2,2,3,1,30.0,1,2,1,0.00021666666666666666,1
2,2,1,2,5,4,5,2,0,0,1,3,2,2,1,32.06,0,3,4,0.0022641145038167936,1
2,2,1,2,5,4,5,5,0,1,0,2,2,3,3,0.0,1,2,2,0.0024714285714285715,1
2,2,1,2,5,5,4,4,1,1,1,2,2,5,1,21.43,1,1,1,0.001,1
2,2,1,2,4,5,4,4,0,1,1,3,2,2,1,33.33,1,2,3,0.00158531,1
2,2,1,2,5,5,5,3,1,0,1,3,3,2,1,35.83,1,3,4,0.0012960416666666667,1
2,0,0,2,4,4,4,4,1,1,1,1,2,2,1,60.0,1,2,3,0.0005730666666666668,1
2,2,1,2,4,5,5,5,0,0,0,3,2,4,1,6.25,0,2,1,0.00133125,1
2,2,1,2,4,4,5,5,0,1,1,3,2,4,1,3.28,1,3,4,0.0007985,1
2,2,0,2,5,5,5,5,0,0,1,2,2,5,1,0.0,0,4,3,0.4999999,1
2,1,1,2,5,5,5,5,1,0,1,3,3,2,1,24.29,1,3,3,0.1428571142857143,1
1,1,0,2,5,5,5,5,0,1,1,2,3,3,3,50.0,1,3,1,0.000946,1
2,2,0,1,4,5,5,5,1,0,0,1,2,1,3,0.0,0,1,2,0.0009737000000000001,1
2,2,1,2,5,4,5,5,0,1,1,3,1,6,5,7.5,1,2,3,0.000927185,1
2,2,1,2,5,5,5,5,1,1,1,3,2,2,1,39.41,1,2,2,0.0012152941176470588,1
1,2,0,2,5,5,5,5,1,0,1,2,2,2,4,0.0,0,1,1,0.10644772,1
2,2,1,2,5,5,5,5,0,1,1,2,1,3,3,29.17,0,3,1,0.0006516666666666666,1
2,2,0,2,5,5,5,4,0,1,1,3,1,3,1,50.0,0,3,2,0.00077,1
2,2,0,2,4,4,4,4,0,1,1,2,2,3,1,32.37,1,1,1,0.0004956906474820144,1
2,2,1,2,5,4,4,5,0,0,1,3,2,3,1,10.0,1,3,2,0.000841,1
1,2,0,2,3,4,4,4,0,0,1,1,2,3,1,30.0,0,3,2,6.792e-05,1
2,2,1,2,4,4,5,4,1,1,1,3,1,6,5,20.74,0,3,3,0.046082940092165896,1
2,2,0,2,4,4,5,5,1,1,1,2,2,3,2,33.33,0,2,2,0.0026560666666666666,1
2,2,1,2,5,4,5,3,1,1,1,3,3,4,1,16.0,1,3,3,0.00092,1
1,2,0,2,1,1,4,1,0,0,1,2,1,2,3,66.67,1,3,1,0.0010315,1
2,0,1,0,5,5,4,5,0,0,0,2,1,1,6,0.0,0,3,3,1.2964283121428555,1
2,2,1,2,5,5,5,4,0,0,1,2,1,1,6,0.0,0,3,5,0.0014557,1
2,2,1,2,4,5,4,5,0,1,1,3,2,6,1,11.76,1,2,2,0.0017588235294117647,1
2,2,1,2,5,5,4,5,1,1,1,3,2,3,1,16.0,1,2,1,0.000244,1
2,2,1,2,5,5,5,5,0,1,1,3,2,4,1,40.0,1,2,1,0.001,1
2,2,1,2,5,5,5,5,0,1,1,3,2,3,1,11.43,1,1,1,0.0009228571428571429,1
2,2,1,2,5,5,5,5,0,0,0,2,2,1,3,0.0,0,1,1,0.00115,1
2,2,1,2,4,5,4,5,0,0,1,3,2,6,1,30.0,1,1,1,0.003,2
2,2,1,2,4,4,5,5,0,1,1,3,2,2,1,10.0,0,2,3,0.0011888,1
2,2,0,2,5,3,5,3,0,1,1,2,2,3,3,80.0,0,1,2,0.39999992,1
2,2,1,2,4,5,3,4,0,1,0,2,1,5,5,0.0,0,1,1,0.0007804285714285715,1
2,2,1,2,5,4,5,3,0,1,1,2,2,5,3,37.25,0,3,3,0.0005436470588235293,1
2,2,1,2,4,4,4,4,0,0,0,2,2,2,4,0.0,0,4,3,0.09999998,1
2,2,0,2,3,3,5,4,0,1,1,2,2,3,4,66.67,0,2,4,0.0005793777777777778,1
2,2,1,2,4,5,5,4,1,1,1,3,2,4,1,28.57,0,4,5,0.000987497142857143,1
2,2,1,2,5,4,4,5,0,0,0,2,2,2,3,0.0,0,1,1,0.008666666666666666,1
1,2,0,2,4,3,4,5,0,0,1,2,2,3,2,75.0,1,3,2,0.00046085,1
2,1,0,2,4,3,3,3,0,1,1,2,1,4,4,75.0,0,2,2,0.000421425,1
2,0,0,2,5,5,4,5,1,0,0,1,2,1,3,0.0,0,1,1,0.0004,1
1,2,0,2,4,5,4,4,1,1,1,1,2,3,3,0.0,0,2,2,0.00036,1
2,2,1,2,4,4,5,5,1,0,1,3,1,3,5,11.11,1,2,3,0.0037248555555555556,1
2,0,0,2,1,4,3,3,0,0,0,1,3,2,3,0.0,0,2,4,1.111110888888889,1
2,2,0,0,4,3,3,4,0,0,0,1,1,3,6,14.29,0,4,5,0.001512,1
