안전조직수준,위원회수준,인증보유,위험성평가수준,교육훈련도움,정리정돈상태,작업중지권,작업반장기여,전문지도,고용노동부감독,안전보건공단지원,공사규모,발주처,기성공정률,공사종류,외국인비율,사고발생,신체위험,차량위험,인당관리비,현장특성
2,2,1,2,5,5,5,4,0,0,1,3,1,2,5,22.0,0,2,4,0.0029821,1
1,2,0,2,4,3,3,3,0,1,1,2,3,4,1,22.86,1,3,3,0.0004983428571428572,1
2,0,0,2,4,3,4,3,0,0,1,2,3,1,1,0.0,0,3,3,0.8333331666666667,1
1,1,0,2,3,3,4,3,0,1,1,2,3,3,2,11.11,1,3,2,0.0006566222222222222,1
2,1,1,2,4,5,4,4,1,0,1,3,1,1,1,2.0,0,3,5,0.0032,1
1,2,0,2,4,4,4,3,0,0,1,2,2,3,4,20.0,1,2,2,0.0006313466666666667,1
2,2,0,2,4,4,4,4,1,0,1,3,1,2,1,15.0,1,3,3,0.00227599,1
2,2,0,2,4,4,4,4,0,0,1,3,2,1,1,11.67,0,3,3,0.0044637,1
1,2,0,2,4,5,4,4,0,0,0,1,2,4,4,25.0,1,4,3,0.0001,2
2,2,0,2,4,4,4,5,1,1,1,3,2,6,1,3.48,0,4,3,0.001,1
2,2,0,2,4,5,4,4,0,0,1,2,1,4,4,0.0,0,3,3,0.00035995652173913045,1
1,2,0,2,4,4,4,4,1,0,1,1,1,4,7,0.0,0,4,4,0.0005833333333333334,1
2,2,1,2,4,4,4,4,0,0,1,3,1,3,1,16.67,1,2,3,0.001303175,1
2,2,0,2,4,4,5,4,0,1,1,3,2,3,1,15.38,0,3,3,0.000932623076923077,1
1,2,0,2,5,5,5,5,1,0,1,1,2,6,2,5.71,0,1,3,0.00028571428571428574,1
2,2,1,2,5,4,4,4,1,0,1,3,2,6,1,25.0,1,3,2,0.0018285,1
2,2,0,2,3,3,4,4,0,0,1,2,1,2,4,0.0,0,4,2,0.00055,1
2,2,0,2,5,4,5,4,0,0,1,2,1,1,1,12.5,0,2,4,0.00163905,1
1,0,0,1,5,5,4,4,1,1,1,1,2,1,3,0.0,1,2,3,0.0018125,1
1,2,0,2,4,4,3,4,1,0,1,1,2,6,2,0.0,0,2,3,0.0002933333333333333,1
2,2,0,2,4,4,4,4,0,1,1,2,1,3,4,5.56,1,3,3,0.0005,1
1,1,0,2,5,4,4,5,1,0,1,1,2,4,3,0.0,0,2,2,0.0007368421052631579,1
2,2,1,2,5,4,4,4,0,1,1,3,2,1,4,14.29,1,3,2,0.0010571428571428572,1
2,2,0,2,4,5,5,5,0,0,1,2,1,1,6,0.0,0,4,4,0.001225,1
2,2,0,2,5,5,5,5,0,0,0,2,2,1,4,0.0,0,1,1,0.5882351764705882,2
2,2,0,2,5,4,4,4,1,0,1,1,1,3,4,30.0,1,3,3,0.00032,1
1,0,0,2,4,4,4,4,1,1,1,1,2,1,3,0.0,0,2,4,0.0025456666666666666,1
2,2,0,2,5,4,4,4,0,0,1,2,2,3,4,50.0,1,3,3,0.0003235,1
2,0,0,0,5,5,5,4,0,1,1,1,2,2,2,50.0,0,2,2,0.0009,1
2,2,0,2,4,4,4,4,1,0,1,2,1,2,3,8.0,0,3,2,0.0004,1
1,0,0,0,4,4,5,3,0,0,0,1,2,2,2,0.0,0,2,4,0.0021,1
2,0,0,0,4,5,5,5,0,0,0,2,1,1,1,25.0,0,3,1,0.0003333333333333333,2
1,2,0,1,4,4,4,4,1,0,1,1,1,2,4,0.0,0,3,2,0.00055,1
1,2,0,2,4,4,4,4,0,0,1,2,2,1,1,0.0,0,3,2,0.24999995,2
1,2,0,2,4,5,5,5,0,1,0,2,2,3,1,50.0,0,3,2,0.09999998,1
1,2,0,0,5,5,5,5,0,0,0,1,3,1,6,0.0,0,4,3,0.001884857142857143,1
2,2,0,2,5,5,5,4,0,1,0,2,2,5,7,10.0,0,3,2,0.0003166666666666667,1
2,2,0,2,5,4,4,5,0,1,1,2,1,5,1,14.29,0,4,2,0.1428571142857143,2
2,2,0,2,4,3,4,4,0,1,0,1,2,5,7,10.0,0,3,2,0.00025,1
2,2,0,2,5,5,5,4,0,1,1,1,1,5,1,23.53,0,4,2,0.2941175882352941,2
2,2,1,0,5,5,5,5,1,0,1,2,3,1,1,0.0,0,2,3,1.2964283121428555,1
2,2,0,2,5,4,5,4,0,0,1,3,2,5,1,3.06,1,3,4,0.03058103363914373,1
2,2,0,2,4,4,4,4,0,1,1,2,1,3,4,5.56,1,3,3,0.0005,1
2,2,0,2,3,3,3,2,1,1,1,2,2,6,1,2.22,0,3,3,0.000811,1
2,2,1,2,4,5,4,4,0,0,1,3,2,1,1,2.0,0,3,3,0.0032524200000000002,1
2,2,1,2,5,4,4,4,0,0,1,3,1,2,1,20.0,0,3,3,0.0016592,1
2,2,0,2,4,4,4,4,0,1,1,2,1,3,1,0.0,0,2,2,0.0007069767441860466,1
1,0,0,2,4,4,4,4,1,0,0,1,1,3,7,8.33,0,4,1,0.0008333333333333334,1
2,2,0,2,3,3,3,2,1,1,1,2,2,6,1,2.22,0,3,3,0.000811,1
2,2,1,2,4,3,4,4,1,1,1,3,1,3,4,9.76,1,2,3,0.0007763414634146342,1
1,0,0,2,4,4,4,4,1,0,1,1,1,4,5,0.0,0,2,3,0.00018728,1
2,2,0,2,5,4,4,5,0,1,1,1,2,3,1,0.0,0,3,2,0.0006636,1
2,2,0,2,4,4,4,4,1,1,1,2,1,2,4,0.0,1,2,2,0.1428571142857143,1
1,2,0,2,4,4,3,4,1,1,1,1,1,3,4,0.0,1,3,2,0.0006428571428571429,1
2,2,0,2,4,4,4,4,0,0,0,2,1,2,4,0.0,0,3,2,0.004766592592592592,1
2,1,0,0,4,4,4,4,0,0,1,2,2,3,4,25.0,0,2,1,0.0004211375,1
2,1,1,2,4,4,4,4,0,0,1,1,1,2,7,4.0,0,2,2,0.000458,1
2,0,1,2,5,4,4,4,1,0,1,1,1,5,7,0.0,0,3,2,0.0010692307692307694,3
2,0,1,2,4,4,4,4,0,0,1,1,1,2,4,2.38,0,4,2,0.00013095238095238096,2
1,1,1,2,4,4,4,4,0,0,0,1,1,3,7,0.0,0,3,2,0.6666665333333334,2
1,1,0,2,4,4,4,4,0,0,1,1,1,2,4,0.0,0,3,2,0.3703702962962963,2
2,1,0,2,5,5,4,4,0,1,1,1,2,4,4,10.0,0,2,3,0.0003083333333333333,1
2,1,0,2,4,5,4,4,0,0,1,3,2,2,1,23.33,1,4,4,0.001014,1
1,2,0,2,5,4,4,4,0,0,0,2,1,4,7,0.0,0,3,3,0.0004063,1
1,1,0,2,5,5,4,4,1,0,0,1,1,4,4,0.0,0,3,3,0.0002,2
1,0,0,2,5,4,5,4,0,0,0,2,1,5,4,5.56,1,3,3,7.777777777777777e-05,2
1,1,1,2,5,4,4,4,0,0,0,1,1,5,6,0.0,0,3,2,0.000625,2
2,2,0,2,4,4,4,4,1,0,1,3,2,2,1,50.0,0,3,5,0.00135,1
1,2,0,2,4,4,5,5,1,0,0,1,2,2,2,25.0,0,3,3,0.00044,1
1,2,0,2,3,3,5,4,0,0,1,1,2,5,2,0.0,1,2,3,0.00036268,1
2,2,0,2,4,3,3,4,0,0,1,2,1,3,1,50.0,1,3,4,0.0008666666666666666,1
0,1,0,2,4,4,4,4,0,0,1,2,1,6,7,0.0,0,3,3,0.00056,1
2,2,1,2,4,4,4,4,0,0,1,2,2,2,2,22.0,0,2,3,0.00113,1
1,1,0,2,4,4,4,4,0,0,0,2,2,2,1,40.0,0,3,3,6.722e-05,2
2,1,0,2,5,5,3,4,0,0,1,2,2,2,1,62.5,1,3,3,0.001225,1
0,2,0,1,4,4,4,4,1,0,1,1,1,5,6,0.0,1,1,2,0.8333331666666667,1
1,1,0,2,4,4,4,4,1,0,0,1,1,1,5,0.0,0,1,2,0.0016912000000000001,1
2,2,0,2,4,3,3,3,0,0,0,2,2,2,2,7.5,0,1,3,0.0007769249999999999,1
1,1,0,0,2,3,3,3,1,0,0,1,1,5,6,0.0,0,2,2,0.4761903809523809,1
2,2,0,2,5,5,5,5,1,1,1,2,1,6,1,0.0,0,2,2,0.24999995,1
2,2,0,2,5,5,5,5,0,0,0,1,1,5,7,0.0,0,3,2,0.22222217777777778,2
2,2,0,2,4,5,5,5,0,0,0,2,1,5,4,0.0,1,3,2,0.21276591489361701,2
2,2,1,2,5,5,5,5,0,1,1,3,2,6,4,0.0,0,3,3,0.0008829090909090909,1
2,2,0,2,4,5,5,5,0,1,1,2,1,6,4,0.0,0,3,2,0.21276591489361701,2
2,2,0,2,4,5,5,5,0,0,0,1,1,2,6,0.0,0,3,3,0.00017666666666666666,2
2,0,0,2,4,5,5,4,0,1,1,1,1,5,4,0.0,0,3,2,0.43478252173913046,2
1,2,0,2,5,5,5,5,0,0,1,2,1,6,7,0.0,0,4,2,0.2702702162162162,1
2,2,1,2,5,4,4,4,0,0,0,2,2,6,7,0.0,0,4,2,0.0013142857142857142,1
2,2,0,2,4,5,5,5,0,1,1,1,1,5,4,0.0,0,3,3,0.00027272727272727274,2
1,0,0,2,5,5,5,4,0,1,1,1,1,5,6,5.0,0,3,2,0.00065,1
2,2,1,2,5,5,5,5,0,1,1,3,2,6,7,0.0,0,3,3,0.0010794072727272727,1
2,2,0,2,5,5,3,5,0,0,1,2,1,2,4,25.0,0,3,3,0.00055765,1
2,2,0,2,4,4,4,4,0,1,1,2,1,5,6,0.0,1,2,3,0.001245,1
1,2,0,2,5,5,4,4,0,0,1,2,2,6,3,6.0,0,4,3,0.00042,1
1,1,0,2,5,4,3,4,1,1,1,1,2,3,2,0.0,0,2,2,0.00011,1
2,2,0,2,4,4,3,4,0,1,1,2,1,6,5,70.0,0,4,3,0.00051267,2
2,2,1,2,5,4,3,4,0,0,1,2,1,6,5,70.0,0,4,3,0.09999998,2
2,2,1,2,5,5,5,5,0,1,1,3,1,5,5,50.0,1,4,3,0.0014,1
0,2,0,2,4,4,4,4,1,0,1,1,2,2,3,6.67,0,4,1,0.00036666666666666667,2
0,2,0,0,5,5,4,4,1,0,1,1,2,4,3,30.0,0,4,4,0.0003533333333333333,3
2,2,0,2,4,5,5,4,0,1,1,3,2,4,1,55.56,1,4,3,0.0009153055555555555,1
2,2,0,2,4,3,5,4,0,1,1,3,1,4,1,55.56,1,4,3,0.055555544444444445,1
2,2,0,2,4,3,4,1,0,1,1,2,2,6,1,12.5,1,3,5,0.00165,1
2,1,0,2,5,5,5,4,1,1,1,2,1,4,1,50.0,1,4,4,0.0017262625,1
2,2,0,2,4,4,5,5,1,1,1,3,2,1,1,22.22,0,4,4,0.0018333333333333333,1
2,2,0,0,5,5,4,4,1,0,1,2,2,4,2,0.0,0,3,3,0.00040538461538461534,2
2,2,1,2,5,5,5,5,1,0,1,3,2,4,2,0.0,1,3,3,0.00016875,1
2,2,0,2,4,4,4,4,0,0,1,2,2,1,1,0.0,0,3,3,0.0032764848484848484,1
1,2,0,2,4,4,3,4,0,0,1,1,2,1,1,0.0,0,3,3,0.00017391304347826088,2
2,2,0,2,5,5,3,4,0,0,0,3,2,1,1,6.67,0,2,3,0.013333333333333334,1
1,2,0,2,4,4,3,3,0,0,1,1,2,3,1,40.0,0,1,1,2.5e-05,2
2,2,0,2,4,4,4,4,0,0,1,2,2,2,1,40.0,1,2,2,0.00086,1
2,2,0,2,5,5,3,4,1,0,1,2,2,1,1,0.0,0,3,3,0.0026375,1
2,2,0,2,5,5,3,4,1,0,1,2,2,1,1,0.0,0,3,3,0.0025375,1
2,2,1,2,4,4,4,4,1,0,1,3,2,1,1,25.0,0,2,3,0.01410625,1
1,2,0,2,4,5,3,4,0,0,1,1,2,1,1,0.0,0,3,2,8.333333333333333e-05,2
2,2,0,2,5,5,5,5,0,0,1,3,2,1,1,0.0,0,3,2,0.00567,1
2,2,0,2,5,4,4,4,0,0,1,2,2,5,1,11.11,1,3,2,0.0012007222222222222,1
2,2,0,2,5,5,4,4,0,1,1,3,2,5,1,9.09,0,3,3,0.001072121212121212,1
2,2,1,2,5,5,5,5,0,0,1,3,2,2,1,16.67,0,3,3,0.0016748083333333334,1
1,2,0,2,5,5,4,4,0,1,1,2,2,3,1,12.5,0,4,2,0.0003,1
1,2,1,2,5,4,4,4,0,0,1,1,2,3,1,0.0,0,4,2,2.4e-05,2
2,2,0,2,5,5,4,3,0,0,1,2,2,1,1,12.0,0,3,3,0.00021,2
2,2,1,2,5,5,3,4,0,0,1,3,2,1,1,10.0,0,3,3,0.001935,1
2,2,1,2,5,5,5,5,0,0,1,2,1,6,5,0.0,0,3,2,0.000926,1
1,2,1,2,4,4,4,4,0,0,1,2,2,2,1,20.0,0,3,3,0.00018,2
1,2,0,2,4,3,4,4,0,0,1,1,2,2,1,0.0,0,3,3,0.00066,2
2,2,0,2,5,3,5,4,0,0,1,2,2,3,1,3.33,1,1,1,0.00069055,1
2,2,1,2,5,4,3,4,0,1,1,2,2,5,5,63.75,0,4,3,0.0006,2
2,2,1,2,5,5,5,5,0,1,1,3,2,5,1,10.0,1,2,3,0.0022655,1
1,2,0,2,4,5,4,4,0,1,1,2,1,3,6,0.0,0,2,3,0.0008222222222222221,1
1,2,0,2,5,4,4,4,1,0,1,2,2,1,3,0.0,0,2,4,0.0019735,1
1,2,0,2,4,4,3,4,0,0,1,1,2,5,1,0.0,0,2,3,0.000375,2
1,2,1,2,5,4,4,4,0,0,1,1,2,5,1,17.39,0,2,3,0.43478252173913046,2
2,2,1,2,5,5,5,5,0,0,1,1,2,5,1,0.0,0,2,3,0.3333332666666667,2
1,2,0,2,4,4,4,5,0,1,1,1,2,2,3,44.44,1,2,3,0.0005333333333333334,1
1,1,0,2,4,4,4,4,0,0,1,1,1,5,7,17.57,0,3,2,0.1351351081081081,1
1,0,0,2,5,4,4,4,0,0,1,1,1,5,3,25.0,0,2,2,0.27777772222222225,2
1,1,0,2,5,4,4,4,0,0,1,1,1,5,3,8.7,0,2,2,0.21739126086956523,2
2,2,0,2,3,5,5,4,0,0,1,2,2,3,1,37.58,0,2,4,0.0005527272727272728,3
2,1,0,2,4,5,4,4,0,0,1,2,1,5,7,30.77,0,2,2,0.07692306153846154,1
2,2,0,2,3,5,3,4,0,0,1,2,1,6,6,39.52,0,2,3,0.0007338709677419355,3
2,2,0,2,5,5,5,5,1,1,1,2,1,5,4,0.0,0,3,2,0.20408159183673472,1
2,2,1,2,5,5,5,5,1,1,1,3,1,6,5,5.0,0,4,2,0.0014,1
2,2,0,2,5,5,5,5,1,1,1,1,1,6,4,0.0,0,4,2,0.2941175882352941,1
2,2,0,2,5,5,5,5,0,0,1,2,1,6,5,0.0,0,3,2,0.2564102051282051,2
2,0,0,2,5,5,5,5,0,0,0,1,2,5,6,0.0,0,4,2,0.0003347826086956522,1
2,2,0,2,5,5,5,5,0,1,1,1,1,6,4,0.0,0,4,2,0.26315784210526316,1
2,0,0,2,5,5,5,5,0,0,0,1,1,6,1,0.0,0,4,2,0.35714278571428576,2
2,0,0,2,5,5,5,5,0,1,0,1,2,6,6,0.0,0,3,3,0.0002791666666666667,1
2,2,0,2,5,5,5,5,1,1,1,2,1,5,7,0.0,0,3,2,0.15384612307692308,1
2,2,0,2,4,4,4,4,0,1,1,3,1,6,5,10.5,0,2,4,0.0028,1
2,2,1,2,3,4,4,3,1,0,1,3,2,3,1,50.0,0,3,4,0.04999999,1
2,2,1,0,4,4,4,5,0,0,0,3,3,1,1,0.0,0,2,1,0.0155,1
2,2,0,2,4,4,4,4,0,1,1,2,2,5,3,0.0,0,3,3,0.1428571142857143,1
1,2,1,2,4,4,4,4,1,1,1,1,1,2,4,1.82,0,4,3,0.18181814545454544,2
1,1,1,2,4,4,4,4,0,0,1,1,2,1,3,20.0,0,3,3,0.000125,1
1,2,1,2,4,4,4,3,1,1,1,1,2,2,4,0.0,0,3,2,0.3333332666666667,1
1,2,0,0,4,4,4,4,1,1,1,1,1,4,4,0.0,0,3,2,0.4999999,1
2,2,0,2,4,4,5,4,0,0,0,2,2,1,1,18.94,0,2,3,0.00030629074889867845,1
1,0,0,0,3,3,3,4,1,0,1,1,2,2,3,0.0,0,2,3,0.4999999,1
2,2,1,2,5,5,5,5,0,0,1,2,3,1,3,0.0,0,4,2,0.0009603666666666667,1
2,2,1,2,5,5,5,5,0,1,1,3,1,4,5,20.0,0,2,3,0.0004,1
2,2,0,2,5,5,5,5,0,0,1,1,1,2,1,50.0,1,3,4,0.0010730769230769231,1
2,2,0,2,5,5,4,5,1,0,1,2,1,6,1,7.5,1,4,3,0.0012155,1
1,0,1,2,5,4,4,5,1,0,1,1,1,5,6,0.0,0,2,3,0.0008,3
2,2,1,2,5,5,5,5,0,0,1,2,2,2,1,0.0,0,3,2,0.0018117374999999998,1
1,2,1,2,5,4,4,4,0,0,1,1,2,5,1,0.0,0,4,3,7.222222222222223e-05,2
2,2,1,2,5,5,5,5,0,0,1,2,2,1,1,0.0,0,3,2,0.00289878,1
1,2,0,2,5,4,4,4,0,0,0,1,1,2,1,0.0,0,3,3,0.9999998,2
1,2,0,0,4,4,4,4,0,1,1,2,1,2,1,16.67,0,4,3,0.055555544444444445,2
1,2,0,2,5,4,4,4,0,0,0,1,1,2,1,0.0,0,3,3,0.9999998,2
1,2,1,2,4,4,4,4,0,0,1,1,1,2,1,0.0,0,3,3,0.00044,2
2,2,1,2,4,4,4,4,1,1,0,1,1,2,1,12.5,0,2,2,0.08333331666666667,2
2,2,1,2,5,5,4,5,0,0,1,3,1,2,1,0.0,0,3,3,0.023478,1
1,2,0,2,5,5,3,4,0,0,1,2,2,5,1,36.36,1,3,3,0.00010872727272727274,2
1,2,0,2,5,4,4,5,0,0,0,2,2,3,2,33.33,0,3,3,0.00016666666666666666,2
2,2,1,2,5,4,4,5,0,0,1,3,2,3,1,11.76,1,3,4,0.0010119,1
1,2,0,2,5,5,4,5,0,0,1,2,2,3,1,12.5,0,3,3,0.000125,2
1,2,0,2,5,5,5,5,0,0,1,1,2,1,1,0.0,0,2,4,0.0005,2
2,2,0,2,5,5,5,5,0,1,1,3,2,5,1,20.0,1,3,3,0.00127348,1
1,0,0,2,4,5,4,4,0,0,1,1,2,3,3,0.0,0,2,2,0.2857142285714286,3
2,0,0,2,3,4,4,4,0,0,0,1,1,4,4,0.0,1,3,2,0.07692306153846154,1
0,0,0,2,4,4,5,4,0,0,0,1,2,1,3,0.0,0,2,2,0.624999875,3
2,0,0,2,5,5,4,4,0,0,0,1,1,5,4,0.0,0,2,2,0.3333332666666667,3
1,0,0,2,4,5,4,4,0,0,0,1,1,4,6,0.0,0,2,2,0.3333332666666667,3
2,1,0,2,4,4,4,4,0,0,0,2,1,6,5,0.0,0,3,2,0.09999998,1
1,0,0,1,3,4,4,4,0,0,0,1,1,4,6,0.0,0,2,2,0.3333332666666667,3
2,0,0,2,4,4,5,3,0,1,1,2,1,4,4,0.0,0,2,2,0.0006087666666666667,1
1,0,0,0,4,4,4,4,1,1,1,1,1,1,4,0.0,0,4,3,0.0003175,1
2,1,0,2,3,3,3,4,0,1,1,3,1,2,5,0.0,0,4,2,0.001475,1
2,1,0,2,4,4,4,4,0,0,0,2,1,3,6,0.0,0,4,2,0.0007482758620689654,1
2,2,0,2,5,4,4,4,1,1,0,1,1,3,4,0.0,0,4,3,6.054e-05,1
2,2,1,2,5,3,3,4,0,1,1,3,1,2,5,15.0,0,3,4,0.00250625,1
2,2,0,2,4,4,4,4,0,1,1,2,1,3,5,25.64,0,4,2,0.001441025641025641,1
2,2,0,2,3,3,3,3,0,1,1,2,3,3,3,55.0,1,3,3,0.00076532,1
2,2,0,2,2,4,2,2,0,1,1,2,1,6,4,25.0,1,4,1,0.000675,1
2,2,0,2,3,2,4,4,0,1,1,2,3,2,1,30.0,0,3,3,0.09999998,3
2,0,0,2,4,4,4,4,0,1,1,2,1,5,6,0.0,0,4,2,0.00235,1
1,2,0,2,2,4,2,2,1,0,1,1,2,2,3,0.0,0,2,3,0.0012,1
1,2,0,2,3,4,4,3,0,1,1,2,2,3,3,0.0,0,3,1,0.0008333333333333334,1
2,2,1,2,4,4,4,4,0,0,1,2,1,2,6,0.0,0,2,3,0.0016085714285714286,1
1,2,0,2,4,4,5,4,0,0,0,2,2,4,2,26.32,1,2,3,0.000385221052631579,1
2,1,1,2,4,4,4,4,1,0,1,1,3,1,4,0.0,0,2,2,0.00024,1
2,2,0,1,4,4,4,4,0,0,1,2,1,2,1,0.0,0,2,4,0.3333332666666667,1
2,1,1,2,3,3,3,3,0,0,1,2,3,1,5,0.0,0,1,3,0.011,1
1,2,0,2,3,4,4,3,1,1,1,1,3,3,2,0.0,1,3,2,7.133333333333332e-05,1
2,2,0,2,5,5,5,4,1,0,1,2,3,4,1,10.0,1,2,4,0.00085395,1
1,0,0,2,3,4,4,4,1,0,0,1,1,6,7,0.0,0,4,5,0.00016666666666666666,1
2,2,0,2,5,4,5,4,1,0,0,1,1,6,4,0.0,1,1,2,0.00017966666666666665,2
2,2,0,2,4,4,3,5,0,0,1,2,1,4,7,0.0,0,3,3,9.333333333333333e-05,1
1,0,0,0,3,4,4,5,1,0,1,1,1,2,6,0.0,0,3,4,0.00023,1
2,1,0,2,4,3,4,3,0,1,1,2,3,3,3,30.0,1,2,4,0.00118,1
2,2,0,2,4,5,3,5,0,0,1,1,1,4,7,0.0,0,3,3,0.00013,1
0,1,0,2,4,5,3,4,1,1,1,1,1,6,4,0.0,0,1,1,0.00143,1
1,2,0,2,4,5,4,4,0,0,1,2,3,1,1,0.0,0,2,3,0.0027222222222222222,1
2,1,0,2,4,4,4,4,1,1,1,2,2,2,1,0.0,0,3,2,0.0023846153846153848,1
2,2,0,2,3,4,5,3,1,0,1,2,2,2,1,10.0,0,3,4,0.00196,1
2,2,1,2,4,4,4,4,1,1,0,1,2,1,7,0.0,0,2,3,0.00417,1
2,0,0,2,3,3,3,2,1,1,1,1,2,6,2,0.0,0,2,3,0.19999996,1
2,2,0,0,5,5,5,5,1,0,1,2,1,2,6,0.0,0,1,2,0.0037618,3
1,0,0,2,4,5,5,5,1,1,1,1,2,6,7,100.0,0,2,1,2.5230252302523024e-08,2
2,1,1,0,5,5,5,4,1,1,0,2,1,5,6,0.0,1,2,3,0.0024036923076923076,1
1,2,0,2,5,4,5,4,1,1,1,2,3,2,1,0.0,0,1,1,0.6666665333333334,1
2,2,1,2,5,4,4,4,1,1,1,3,1,5,6,0.0,0,3,2,0.06666665333333334,1
1,1,0,0,4,3,4,3,1,0,1,1,1,2,4,0.0,0,3,2,0.0007066666666666666,1
1,0,0,2,4,5,4,3,0,0,1,1,1,2,6,0.0,0,2,4,9.190163934426229e-05,1
2,2,0,1,4,4,5,4,0,1,1,2,1,5,4,0.0,0,2,2,0.00090224,1
2,2,1,2,4,4,3,2,0,0,1,3,2,1,1,0.0,0,3,4,0.0046,1
1,1,0,2,4,3,4,4,1,1,1,1,1,3,4,0.0,0,3,1,0.00038760000000000004,1
2,0,0,2,5,5,5,5,0,1,1,1,1,3,5,0.0,0,1,3,0.3846153076923077,2
2,1,1,2,5,5,5,5,1,1,1,3,2,6,3,20.59,0,5,5,0.14705879411764705,1
1,0,0,2,4,4,3,4,1,1,1,1,1,6,5,0.0,0,1,1,0.3124999375,1
